theta phi intensity
12 112.0 7688.1
14 112.0 9115.0
16 112.0 9850.6
18 112.0 8199.3
20 112.0 7686.1
22 112.0 7292.7
24 112.0 6877.9
26 112.0 7801.8
28 112.0 6290.2
30 112.0 7420.5
32 112.0 6270.0
34 112.0 8437.1
36 112.0 7079.3
38 112.0 5121.7
40 112.0 6103.5
42 112.0 6135.4
44 112.0 6837.6
46 112.0 6536.8
48 112.0 6065.6
50 112.0 6968.8
52 112.0 5205.6
54 112.0 5343.9
56 112.0 6893.0
58 112.0 5203.6
60 112.0 5609.1
62 112.0 4278.3
64 112.0 4454.7
66 112.0 5932.4
68 112.0 3233.4
70 112.0 4114.4
0 108.0 10879.6
2 108.0 10516.4
4 108.0 8797.6
6 108.0 8280.9
8 108.0 8793.5
10 108.0 7920.8
12 108.0 8431.7
14 108.0 8937.0
16 108.0 9380.1
18 108.0 8848.6
20 108.0 8352.0
22 108.0 7491.4
24 108.0 7841.5
26 108.0 7648.7
28 108.0 8069.6
30 108.0 7999.7
32 108.0 7833.2
34 108.0 7674.6
36 108.0 7033.5
38 108.0 6440.3
40 108.0 6177.2
42 108.0 6774.2
44 108.0 7089.6
46 108.0 7857.8
48 108.0 7131.1
50 108.0 6507.8
52 108.0 5958.6
54 108.0 5422.2
56 108.0 5793.5
58 108.0 5707.8
60 108.0 5648.6
62 108.0 5499.4
64 108.0 5051.6
66 108.0 4498.9
68 108.0 4388.0
70 108.0 3583.5
0 104.0 11016.6
2 104.0 9336.0
4 104.0 9116.0
6 104.0 7797.6
8 104.0 7723.4
10 104.0 7807.7
12 104.0 8723.7
14 104.0 8239.4
16 104.0 9960.0
18 104.0 8713.9
20 104.0 7932.7
22 104.0 8144.4
24 104.0 8380.7
26 104.0 7701.7
28 104.0 8593.6
30 104.0 8400.2
32 104.0 7892.4
34 104.0 7799.3
36 104.0 6862.3
38 104.0 6801.2
40 104.0 6536.2
42 104.0 5954.8
44 104.0 6369.9
46 104.0 6804.4
48 104.0 7027.2
50 104.0 6538.2
52 104.0 6187.1
54 104.0 6552.6
56 104.0 6100.4
58 104.0 5271.7
60 104.0 5412.2
62 104.0 4837.6
64 104.0 4483.3
66 104.0 3945.7
68 104.0 3952.8
70 104.0 3493.7
0 100.0 4004.6
2 100.0 3280.1
4 100.0 3488.4
6 100.0 3827.1
8 100.0 4255.4
10 100.0 3687.4
12 100.0 4283.1
14 100.0 4160.5
16 100.0 5458.2
18 100.0 3578.7
20 100.0 2816.1
22 100.0 3371.3
24 100.0 4190.0
26 100.0 4181.9
28 100.0 4487.1
30 100.0 4143.2
32 100.0 3664.8
34 100.0 3350.9
36 100.0 3108.5
38 100.0 3447.2
40 100.0 3093.5
42 100.0 3454.6
44 100.0 2786.0
46 100.0 3096.2
48 100.0 3835.2
50 100.0 3419.0
52 100.0 3736.2
54 100.0 3023.8
56 100.0 2223.6
58 100.0 2294.2
60 100.0 2444.7
62 100.0 2767.9
64 100.0 2072.6
66 100.0 1978.7
68 100.0 1995.1
70 100.0 1815.7
0 96.0 11356.4
2 96.0 11870.8
4 96.0 8569.2
6 96.0 8185.1
8 96.0 8558.2
10 96.0 7331.8
12 96.0 7725.0
14 96.0 8235.8
16 96.0 10044.0
18 96.0 8677.3
20 96.0 8451.9
22 96.0 8370.3
24 96.0 7944.9
26 96.0 7647.4
28 96.0 8529.6
30 96.0 8668.4
32 96.0 8438.5
34 96.0 8133.3
36 96.0 7438.7
38 96.0 7664.9
40 96.0 6688.9
42 96.0 6737.0
44 96.0 6167.3
46 96.0 6600.1
48 96.0 6057.3
50 96.0 7950.1
52 96.0 7380.6
54 96.0 6981.7
56 96.0 6575.1
58 96.0 6024.5
60 96.0 5179.8
62 96.0 4733.9
64 96.0 4463.7
66 96.0 4740.7
68 96.0 4013.7
70 96.0 3290.1
0 92.0 9633.6
2 92.0 9982.4
4 92.0 7998.8
6 92.0 8138.4
8 92.0 7794.7
10 92.0 7526.8
12 92.0 7039.2
14 92.0 7920.6
16 92.0 9345.4
18 92.0 8415.1
20 92.0 8062.2
22 92.0 7346.3
24 92.0 7336.2
26 92.0 7771.9
28 92.0 8307.5
30 92.0 8419.3
32 92.0 7674.6
34 92.0 7565.6
36 92.0 6920.7
38 92.0 7229.1
40 92.0 6630.9
42 92.0 6672.4
44 92.0 6082.1
46 92.0 6713.9
48 92.0 6240.6
50 92.0 7778.9
52 92.0 7084.5
54 92.0 6807.8
56 92.0 6037.4
58 92.0 5768.2
60 92.0 5000.4
62 92.0 4747.4
64 92.0 4388.0
66 92.0 4357.2
68 92.0 3808.2
70 92.0 3411.3
0 88.0 11315.8
2 88.0 11970.5
4 88.0 9767.2
6 88.0 8262.1
8 88.0 7227.6
10 88.0 8053.8
12 88.0 7799.6
14 88.0 7863.4
16 88.0 8459.3
18 88.0 9299.9
20 88.0 7891.9
22 88.0 7570.4
24 88.0 7085.4
26 88.0 7331.7
28 88.0 7154.1
30 88.0 8101.0
32 88.0 7945.3
34 88.0 7433.9
36 88.0 6548.0
38 88.0 6610.9
40 88.0 6285.7
42 88.0 6287.9
44 88.0 5674.4
46 88.0 5891.1
48 88.0 6225.3
50 88.0 6519.4
52 88.0 6693.6
54 88.0 6614.4
56 88.0 6312.6
58 88.0 4974.8
60 88.0 5331.1
62 88.0 5142.0
64 88.0 4293.6
66 88.0 3667.5
68 88.0 4323.4
70 88.0 3304.3
0 84.0 10278.3
2 84.0 9682.1
4 84.0 7530.8
6 84.0 7701.3
8 84.0 6934.5
10 84.0 7313.3
12 84.0 6987.1
14 84.0 7455.7
16 84.0 8036.3
18 84.0 8195.8
20 84.0 7685.8
22 84.0 6788.0
24 84.0 6529.1
26 84.0 7131.2
28 84.0 7216.1
30 84.0 7024.5
32 84.0 6946.6
34 84.0 6964.5
36 84.0 6418.2
38 84.0 5916.4
40 84.0 5568.9
42 84.0 5847.3
44 84.0 5982.4
46 84.0 5928.0
48 84.0 6199.6
50 84.0 5691.3
52 84.0 5713.1
54 84.0 5449.7
56 84.0 5433.8
58 84.0 5103.7
60 84.0 5044.6
62 84.0 4678.1
64 84.0 4379.8
66 84.0 3519.9
68 84.0 3607.3
70 84.0 3526.7
0 80.0 11868.1
2 80.0 11579.1
4 80.0 10795.3
6 80.0 8662.5
8 80.0 8062.9
10 80.0 8123.8
12 80.0 7815.6
14 80.0 7308.7
16 80.0 8473.7
18 80.0 8272.4
20 80.0 7201.5
22 80.0 7201.7
24 80.0 6780.1
26 80.0 7210.6
28 80.0 7909.8
30 80.0 7434.5
32 80.0 6985.5
34 80.0 6994.5
36 80.0 7308.1
38 80.0 5945.9
40 80.0 6125.5
42 80.0 6107.5
44 80.0 6612.9
46 80.0 6665.2
48 80.0 7279.3
50 80.0 6271.1
52 80.0 6066.1
54 80.0 5587.6
56 80.0 5187.7
58 80.0 24825.4
60 80.0 5413.8
62 80.0 5107.7
64 80.0 4555.9
66 80.0 4223.7
68 80.0 4009.2
70 80.0 4081.3
0 76.0 10021.8
2 76.0 9952.2
4 76.0 9045.9
6 76.0 8024.5
8 76.0 6986.6
10 76.0 7312.4
12 76.0 7641.6
14 76.0 7085.4
16 76.0 7682.6
18 76.0 7505.3
20 76.0 7248.4
22 76.0 7471.3
24 76.0 6424.3
26 76.0 7203.7
28 76.0 7097.7
30 76.0 6492.0
32 76.0 6548.2
34 76.0 6541.1
36 76.0 7021.1
38 76.0 6591.2
40 76.0 5784.1
42 76.0 5896.8
44 76.0 6838.9
46 76.0 6555.5
48 76.0 6561.2
50 76.0 6093.4
52 76.0 5956.7
54 76.0 5295.0
56 76.0 4935.0
58 76.0 5054.8
60 76.0 5188.7
62 76.0 5019.6
64 76.0 4978.8
66 76.0 4814.8
68 76.0 4195.5
70 76.0 3751.5
