theta phi intensity
20 112.0 1930.8
22 112.0 2114.9
24 112.0 2311.1
26 112.0 2343.2
28 112.0 2354.7
30 112.0 2153.9
32 112.0 2462.2
34 112.0 2463.8
36 112.0 2212.1
38 112.0 2144.8
40 112.0 2132.8
42 112.0 2354.1
44 112.0 2444.3
46 112.0 2601.8
48 112.0 2205.5
50 112.0 2101.0
52 112.0 2277.1
54 112.0 1988.1
56 112.0 2157.7
58 112.0 2230.0
60 112.0 2319.1
62 112.0 1980.8
64 112.0 1961.9
66 112.0 2024.9
68 112.0 1654.8
70 112.0 1704.1
0 108.0 2665.6
2 108.0 2004.7
4 108.0 2438.0
6 108.0 2129.7
8 108.0 2115.5
10 108.0 2340.6
12 108.0 2317.3
14 108.0 2469.6
16 108.0 2390.3
18 108.0 2250.5
20 108.0 2102.2
22 108.0 2201.3
24 108.0 2279.3
26 108.0 1991.4
28 108.0 2177.6
30 108.0 2131.1
32 108.0 2366.0
34 108.0 2341.2
36 108.0 2020.2
38 108.0 2115.6
40 108.0 2083.2
42 108.0 2406.0
44 108.0 2382.6
46 108.0 2450.2
48 108.0 2301.2
50 108.0 2151.2
52 108.0 2004.5
54 108.0 2098.0
56 108.0 2146.2
58 108.0 2297.3
60 108.0 2228.1
62 108.0 2008.7
64 108.0 1995.4
66 108.0 1976.2
68 108.0 1732.8
70 108.0 1723.6
0 104.0 2111.7
2 104.0 2038.5
4 104.0 2431.7
6 104.0 2104.7
8 104.0 2032.9
10 104.0 2302.7
12 104.0 2162.7
14 104.0 2601.5
16 104.0 2551.9
18 104.0 2204.1
20 104.0 2404.1
22 104.0 1975.5
24 104.0 1953.3
26 104.0 2169.2
28 104.0 2214.1
30 104.0 2345.4
32 104.0 2262.1
34 104.0 1970.0
36 104.0 2060.7
38 104.0 2012.7
40 104.0 2044.8
42 104.0 2197.4
44 104.0 2352.9
46 104.0 2089.9
48 104.0 2242.4
50 104.0 2149.6
52 104.0 2191.6
54 104.0 1853.5
56 104.0 1965.4
58 104.0 2156.3
60 104.0 1981.1
62 104.0 2093.8
64 104.0 1867.8
66 104.0 1731.5
68 104.0 1695.8
70 104.0 1572.8
0 100.0 1499.9
2 100.0 920.7
4 100.0 1647.4
6 100.0 1174.5
8 100.0 924.8
10 100.0 1430.6
12 100.0 1343.0
14 100.0 1657.0
16 100.0 1365.7
18 100.0 1154.1
20 100.0 1587.2
22 100.0 1098.0
24 100.0 1330.7
26 100.0 1382.2
28 100.0 1265.4
30 100.0 1346.2
32 100.0 1496.2
34 100.0 1280.3
36 100.0 1212.6
38 100.0 1374.1
40 100.0 1282.1
42 100.0 1298.0
44 100.0 1545.3
46 100.0 1773.5
48 100.0 1409.7
50 100.0 1673.8
52 100.0 1334.9
54 100.0 1367.3
56 100.0 1477.9
58 100.0 1435.3
60 100.0 1251.7
62 100.0 1174.0
64 100.0 1349.0
66 100.0 1292.2
68 100.0 1125.8
70 100.0 1299.7
0 96.0 3008.9
2 96.0 2273.3
4 96.0 2407.8
6 96.0 1981.0
8 96.0 1665.8
10 96.0 2057.4
12 96.0 2420.3
14 96.0 2345.2
16 96.0 2725.0
18 96.0 1978.7
20 96.0 2186.9
22 96.0 2007.2
24 96.0 2129.7
26 96.0 2452.9
28 96.0 2268.6
30 96.0 2128.3
32 96.0 2036.0
34 96.0 2248.8
36 96.0 2045.2
38 96.0 2330.3
40 96.0 2135.9
42 96.0 2033.8
44 96.0 2011.0
46 96.0 1999.9
48 96.0 2371.4
50 96.0 2256.3
52 96.0 2229.8
54 96.0 2235.5
56 96.0 2010.0
58 96.0 1863.3
60 96.0 1834.1
62 96.0 1781.4
64 96.0 1806.1
66 96.0 1697.8
68 96.0 1589.2
70 96.0 1603.2
0 92.0 2752.9
2 92.0 1934.1
4 92.0 2252.4
6 92.0 2117.4
8 92.0 1738.7
10 92.0 2063.0
12 92.0 2392.2
14 92.0 2323.0
16 92.0 2577.7
18 92.0 1956.0
20 92.0 2255.5
22 92.0 2015.8
24 92.0 2114.5
26 92.0 2155.0
28 92.0 2138.8
30 92.0 2081.2
32 92.0 2048.4
34 92.0 2187.3
36 92.0 1933.5
38 92.0 2147.0
40 92.0 2032.2
42 92.0 1911.3
44 92.0 1807.5
46 92.0 1925.6
48 92.0 2213.7
50 92.0 2436.6
52 92.0 2260.8
54 92.0 2173.7
56 92.0 2023.5
58 92.0 1767.8
60 92.0 1866.7
62 92.0 1659.6
64 92.0 1754.6
66 92.0 1638.3
68 92.0 1637.1
70 92.0 1520.0
0 88.0 3193.7
2 88.0 2536.5
4 88.0 2237.9
6 88.0 2253.9
8 88.0 1949.2
10 88.0 1988.2
12 88.0 2197.7
14 88.0 2217.9
16 88.0 2553.4
18 88.0 2146.0
20 88.0 2220.2
22 88.0 2268.2
24 88.0 1928.1
26 88.0 2119.8
28 88.0 2260.7
30 88.0 2131.8
32 88.0 2116.2
34 88.0 2245.8
36 88.0 2142.8
38 88.0 2032.9
40 88.0 2060.7
42 88.0 1983.3
44 88.0 1937.4
46 88.0 2288.5
48 88.0 2171.5
50 88.0 2192.6
52 88.0 2258.5
54 88.0 1981.2
56 88.0 1749.4
58 88.0 2037.9
60 88.0 1822.3
62 88.0 1661.2
64 88.0 1773.6
66 88.0 1842.3
68 88.0 1590.9
70 88.0 1526.8
0 84.0 2731.5
2 84.0 2110.7
4 84.0 1981.7
6 84.0 1979.7
8 84.0 1802.7
10 84.0 1817.2
12 84.0 1960.6
14 84.0 2108.3
16 84.0 2253.9
18 84.0 1888.0
20 84.0 2095.2
22 84.0 1934.8
24 84.0 1897.8
26 84.0 1775.5
28 84.0 2041.0
30 84.0 2053.9
32 84.0 2087.2
34 84.0 1967.8
36 84.0 1870.6
38 84.0 1889.6
40 84.0 1876.1
42 84.0 1724.6
44 84.0 1758.3
46 84.0 2081.3
48 84.0 2089.1
50 84.0 1991.7
52 84.0 1987.2
54 84.0 1906.8
56 84.0 1786.7
58 84.0 1904.4
60 84.0 1840.5
62 84.0 1761.9
64 84.0 1816.5
66 84.0 1669.2
68 84.0 1505.9
70 84.0 1413.8
0 80.0 3111.4
2 80.0 2885.8
4 80.0 2045.6
6 80.0 2154.8
8 80.0 1813.8
10 80.0 1839.1
12 80.0 2149.8
14 80.0 2228.1
16 80.0 2144.3
18 80.0 2169.3
20 80.0 2318.6
22 80.0 2097.0
24 80.0 2014.3
26 80.0 2023.7
28 80.0 1923.9
30 80.0 2099.0
32 80.0 2117.7
34 80.0 2173.8
36 80.0 1919.5
38 80.0 2026.3
40 80.0 1999.6
42 80.0 1815.2
44 80.0 2221.5
46 80.0 2114.3
48 80.0 2374.2
50 80.0 2198.8
52 80.0 1942.9
54 80.0 1807.1
56 80.0 1863.9
58 80.0 7172.6
60 80.0 2043.6
62 80.0 1981.8
64 80.0 1901.8
66 80.0 1877.5
68 80.0 1682.7
70 80.0 1536.8
0 76.0 2569.5
2 76.0 2272.4
4 76.0 1814.2
6 76.0 2038.5
8 76.0 1834.6
10 76.0 1866.1
12 76.0 1951.5
14 76.0 1977.5
16 76.0 2174.6
18 76.0 1956.5
20 76.0 2075.3
22 76.0 1708.8
24 76.0 2002.3
26 76.0 2021.9
28 76.0 1882.5
30 76.0 2134.7
32 76.0 2053.9
34 76.0 2227.0
36 76.0 2036.2
38 76.0 1809.7
40 76.0 1919.7
42 76.0 1891.8
44 76.0 1958.4
46 76.0 2122.9
48 76.0 2274.4
50 76.0 2014.2
52 76.0 1815.7
54 76.0 1706.4
56 76.0 1879.6
58 76.0 1883.5
60 76.0 1919.3
62 76.0 1892.7
64 76.0 1939.0
66 76.0 1666.9
68 76.0 1626.8
70 76.0 1498.2
